experiment_id,timestamp,tickers,parameters.num_assets,parameters.num_portfolios,parameters.ansatz_reps,parameters.risk_aversion,parameters.random_seed,quantum.return,quantum.risk,quantum.sharpe_ratio,quantum.var,quantum.cvar,quantum.max_drawdown,quantum.optimal_value,quantum.optimiser_evals,quantum.optimiser_time,quantum.circuit_metrics.depth,quantum.circuit_metrics.num_parameters,quantum.circuit_metrics.gate_counts.ry,quantum.circuit_metrics.gate_counts.barrier,quantum.circuit_metrics.gate_counts.cz,quantum.state_metrics.max_prob_state,quantum.state_metrics.entropy,quantum.state_metrics.num_significant_states,quantum.weights,classical.monte_carlo.return,classical.monte_carlo.risk,classical.monte_carlo.sharpe_ratio,classical.monte_carlo.var,classical.monte_carlo.cvar,classical.monte_carlo.max_drawdown,classical.mean_variance.return,classical.mean_variance.risk,classical.mean_variance.sharpe_ratio,classical.mean_variance.var,classical.mean_variance.cvar,classical.mean_variance.max_drawdown,data_stats.mean_returns,data_stats.return_stds,data_stats.cov_matrix
99b79ffc,2025-08-11T22:14:12.063397,"['V', 'C', 'BAC']",3,100,2,0.2,123,0.504,2.1319464064558473,0.23171314180511074,-3.0027397791250574,-3.893593157515912,5.3298660161396185,,0,8.567654132843018,7,9,9,4,4,0.9991445314394272,0.007713040981052055,1,"[0.0, 1.0, 0.0]",0.47494042071968656,1.9567233726366295,0.2376117274529166,-2.74358311570239,-3.5612179407670173,4.891808431591574,0.17571440840111416,0.3418361726230619,0.4847772754109472,-0.3865560599611386,-0.5293954429377953,0.8545904315576547,"[0.0007, 0.002, 0.0004]","[0.022, 0.1343, 0.0305]","[[0.00048399999999999995, -0.0001440774312669895, 4.179303073729718e-05], [-0.0001440774312669895, 0.018036490000000002, 0.00013263685810295953], [4.179303073729718e-05, 0.00013263685810295953, 0.00093025]]"
c85bd7b4,2025-08-11T22:18:08.093809,"['V', 'C', 'BAC']",3,100,2,0.2,256,0.36081818181818187,1.3384621923432887,0.26210541009305105,-1.8407562097950954,-2.400044924692789,3.3461554808582217,,0,6.958571910858154,7,9,9,4,4,0.9978515578151342,0.017403375652053316,1,"[0.045454545454545456, 0.6363636363636364, 0.3181818181818182]",0.4415690031757172,1.7336683813120057,0.24893399904375849,-2.410061721756423,-3.134490970927227,4.334170953280014,0.18139059455980017,0.309051515958086,0.5545696613992483,-0.32695391237870836,-0.4560939255865298,0.772628789895215,"[0.0007, 0.002, 0.0004]","[0.022, 0.1343, 0.0305]","[[0.00048399999999999995, -0.0002921829412602865, -8.415312221504905e-05], [-0.0002921829412602865, 0.018036490000000002, -0.0006687651949791408], [-8.415312221504905e-05, -0.0006687651949791408, 0.00093025]]"
61003642,2025-08-11T21:43:24.108372,"['V', 'C', 'BAC']",3,100,2,0.5,45,0.3117603658536585,1.105106552964517,0.27305997330679793,-1.5059781559578662,-1.9677570746066357,2.7627663824112925,,0,1.9788978099822998,7,9,9,4,4,0.8546875008973216,0.5158154050108712,3,"[0.018800813008130083, 0.5196900406504065, 0.4615091463414634]",0.4662448107303109,1.8890970355825993,0.24151475659354074,-2.6410432999110016,-3.4304198391902307,4.722742588956498,0.1797708918707071,0.3014250598155028,0.5632275298365073,-0.3160292110208871,-0.441982439514423,0.7535626495387571,"[0.0007, 0.002, 0.0004]","[0.022, 0.1343, 0.0305]","[[0.00048399999999999995, -0.00033076661943811514, -0.00013487717933397827], [-0.00033076661943811514, 0.018036490000000002, -0.0004471368588473331], [-0.00013487717933397827, -0.0004471368588473331, 0.00093025]]"
6c4a3502,2025-08-11T21:45:37.102277,"['V', 'C', 'BAC']",3,100,2,0.5,123,0.5026529655845742,2.1241427181160586,0.2319302565608761,-2.991250888471183,-3.8788434240470586,5.310356795290146,,0,5.895309925079346,7,9,9,4,4,0.9954107155789883,0.03540358687257821,1,"[0.001708567244325116, 0.9963387844764462, 0.001952648279228704]",0.47494042071968656,1.9567233726366295,0.2376117274529166,-2.74358311570239,-3.5612179407670173,4.891808431591574,0.17571440840111416,0.3418361726230619,0.4847772754109472,-0.3865560599611386,-0.5293954429377953,0.8545904315576547,"[0.0007, 0.002, 0.0004]","[0.022, 0.1343, 0.0305]","[[0.00048399999999999995, -0.0001440774312669895, 4.179303073729718e-05], [-0.0001440774312669895, 0.018036490000000002, 0.00013263685810295953], [4.179303073729718e-05, 0.00013263685810295953, 0.00093025]]"
2be67be8,2025-08-11T21:48:12.298406,"['V', 'C', 'BAC']",3,100,2,0.5,256,0.44934324324324326,1.8333733547150401,0.23963653781339592,-2.5662875688159783,-3.3323794564703277,4.5834333867876005,,0,1.7255239486694336,7,9,9,4,4,0.8433952660379507,0.4389940781768122,2,"[0.0, 0.8644425675675675, 0.13555743243243243]",0.4415690031757172,1.7336683813120057,0.24893399904375849,-2.410061721756423,-3.134490970927227,4.334170953280014,0.18139059455980017,0.309051515958086,0.5545696613992483,-0.32695391237870836,-0.4560939255865298,0.772628789895215,"[0.0007, 0.002, 0.0004]","[0.022, 0.1343, 0.0305]","[[0.00048399999999999995, -0.0002921829412602865, -8.415312221504905e-05], [-0.0002921829412602865, 0.018036490000000002, -0.0006687651949791408], [-8.415312221504905e-05, -0.0006687651949791408, 0.00093025]]"
47c8662b,2025-08-11T21:50:23.496795,"['V', 'C', 'BAC']",3,100,2,0.8,45,0.3500604559867129,1.3106077282061177,0.25946776344144373,-1.805697419263749,-2.353346890602259,3.2765193205152943,,0,3.3865649700164795,7,9,9,4,4,0.6189906200085481,0.674056086202656,2,"[0.00030197795560924054, 0.6181488751321154, 0.3815491469122754]",0.4662448107303109,1.8890970355825993,0.24151475659354074,-2.6410432999110016,-3.4304198391902307,4.722742588956498,0.1797708918707071,0.3014250598155028,0.5632275298365073,-0.3160292110208871,-0.441982439514423,0.7535626495387571,"[0.0007, 0.002, 0.0004]","[0.022, 0.1343, 0.0305]","[[0.00048399999999999995, -0.00033076661943811514, -0.00013487717933397827], [-0.00033076661943811514, 0.018036490000000002, -0.0004471368588473331], [-0.00013487717933397827, -0.0004471368588473331, 0.00093025]]"
b99a4861,2025-08-11T21:53:05.442956,"['V', 'C', 'BAC']",3,100,2,0.8,123,0.498939344262295,2.1048744678883,0.23228907553466593,-2.9632710585213244,-3.842812178846282,5.262186169720749,,0,2.6104989051818848,7,9,9,4,4,0.9897269048204648,0.061768326585454676,1,"[0.0012054001928640309, 0.9872227579556413, 0.011571841851494697]",0.47494042071968656,1.9567233726366295,0.2376117274529166,-2.74358311570239,-3.5612179407670173,4.891808431591574,0.17571440840111416,0.3418361726230619,0.4847772754109472,-0.3865560599611386,-0.5293954429377953,0.8545904315576547,"[0.0007, 0.002, 0.0004]","[0.022, 0.1343, 0.0305]","[[0.00048399999999999995, -0.0001440774312669895, 4.179303073729718e-05], [-0.0001440774312669895, 0.018036490000000002, 0.00013263685810295953], [4.179303073729718e-05, 0.00013263685810295953, 0.00093025]]"
ec686cf2,2025-08-11T21:56:14.229250,"['V', 'C', 'BAC']",3,100,2,0.8,256,0.2892317863397548,0.9387906820804943,0.297437748019545,-1.2549414720285925,-1.6472237771563143,2.346976705201236,,0,3.454533100128174,7,9,9,4,4,0.7660176311152247,0.5819178035603951,2,"[0.10661120840630472, 0.44735113835376533, 0.44603765323992994]",0.4415690031757172,1.7336683813120057,0.24893399904375849,-2.410061721756423,-3.134490970927227,4.334170953280014,0.18139059455980017,0.309051515958086,0.5545696613992483,-0.32695391237870836,-0.4560939255865298,0.772628789895215,"[0.0007, 0.002, 0.0004]","[0.022, 0.1343, 0.0305]","[[0.00048399999999999995, -0.0002921829412602865, -8.415312221504905e-05], [-0.0002921829412602865, 0.018036490000000002, -0.0006687651949791408], [-8.415312221504905e-05, -0.0006687651949791408, 0.00093025]]"
79a7d83b,2025-08-11T21:59:18.889867,"['V', 'C', 'BAC']",3,100,3,0.2,45,0.2672372093023256,0.7337718119200871,0.3505683989538978,-0.939710016889183,-1.246323304933169,1.8344295298002178,,0,1.436959981918335,10,12,12,6,6,0.9830253987290722,0.11175840652195826,1,"[0.34108527131782945, 0.3488372093023256, 0.31007751937984496]",0.4662448107303109,1.8890970355825993,0.24151475659354074,-2.6410432999110016,-3.4304198391902307,4.722742588956498,0.1797708918707071,0.3014250598155028,0.5632275298365073,-0.3160292110208871,-0.441982439514423,0.7535626495387571,"[0.0007, 0.002, 0.0004]","[0.022, 0.1343, 0.0305]","[[0.00048399999999999995, -0.00033076661943811514, -0.00013487717933397827], [-0.00033076661943811514, 0.018036490000000002, -0.0004471368588473331], [-0.00013487717933397827, -0.0004471368588473331, 0.00093025]]"
5da9a223,2025-08-11T22:01:49.161347,"['V', 'C', 'BAC']",3,100,3,0.2,123,0.1008,0.4841724899248201,0.18753647076086247,-0.6955928761229654,-0.8979087960106873,1.2104312248120501,,0,1.5097389221191406,10,12,12,6,6,0.999760709980475,0.002551849007901735,1,"[0.0, 0.0, 1.0]",0.47494042071968656,1.9567233726366295,0.2376117274529166,-2.74358311570239,-3.5612179407670173,4.891808431591574,0.17571440840111416,0.3418361726230619,0.4847772754109472,-0.3865560599611386,-0.5293954429377953,0.8545904315576547,"[0.0007, 0.002, 0.0004]","[0.022, 0.1343, 0.0305]","[[0.00048399999999999995, -0.0001440774312669895, 4.179303073729718e-05], [-0.0001440774312669895, 0.018036490000000002, 0.00013263685810295953], [4.179303073729718e-05, 0.00013263685810295953, 0.00093025]]"
146b62c7,2025-08-11T22:04:41.386370,"['V', 'C', 'BAC']",3,100,3,0.2,256,0.30989189189189187,1.0798294077936315,0.2777215453917373,-1.466269426006323,-1.9174860574871921,2.699573519484079,,0,1.6017050743103027,10,12,12,6,6,0.9947205237231438,0.038117094342420284,1,"[0.02702702702702703, 0.5135135135135135, 0.4594594594594595]",0.4415690031757172,1.7336683813120057,0.24893399904375849,-2.410061721756423,-3.134490970927227,4.334170953280014,0.18139059455980017,0.309051515958086,0.5545696613992483,-0.32695391237870836,-0.4560939255865298,0.772628789895215,"[0.0007, 0.002, 0.0004]","[0.022, 0.1343, 0.0305]","[[0.00048399999999999995, -0.0002921829412602865, -8.415312221504905e-05], [-0.0002921829412602865, 0.018036490000000002, -0.0006687651949791408], [-8.415312221504905e-05, -0.0006687651949791408, 0.00093025]]"
f342ff57,2025-08-11T22:09:17.152565,"['V', 'C', 'BAC']",3,100,3,0.5,45,0.3027735849056604,1.067766642160293,0.2741924811523652,-1.453546249189492,-1.8997223433075758,2.6694166054007322,,0,11.536314725875854,10,12,12,6,6,0.9871688139675829,0.08370228276168078,1,"[0.002327860818426856, 0.5004900759617741, 0.4971820632197991]",0.4662448107303109,1.8890970355825993,0.24151475659354074,-2.6410432999110016,-3.4304198391902307,4.722742588956498,0.1797708918707071,0.3014250598155028,0.5632275298365073,-0.3160292110208871,-0.441982439514423,0.7535626495387571,"[0.0007, 0.002, 0.0004]","[0.022, 0.1343, 0.0305]","[[0.00048399999999999995, -0.00033076661943811514, -0.00013487717933397827], [-0.00033076661943811514, 0.018036490000000002, -0.0004471368588473331], [-0.00013487717933397827, -0.0004471368588473331, 0.00093025]]"
296fbb00,2025-08-11T22:14:09.047296,"['V', 'C', 'BAC']",3,100,3,0.5,123,0.498751012536162,2.1044055713667684,0.23225133937405812,-2.962688124103352,-3.842033311712057,5.261013928416921,,0,10.515689849853516,10,12,12,6,6,0.9890754345721574,0.06299313151020758,2,"[0.0, 0.9869816779170685, 0.013018322082931534]",0.47494042071968656,1.9567233726366295,0.2376117274529166,-2.74358311570239,-3.5612179407670173,4.891808431591574,0.17571440840111416,0.3418361726230619,0.4847772754109472,-0.3865560599611386,-0.5293954429377953,0.8545904315576547,"[0.0007, 0.002, 0.0004]","[0.022, 0.1343, 0.0305]","[[0.00048399999999999995, -0.0001440774312669895, 4.179303073729718e-05], [-0.0001440774312669895, 0.018036490000000002, 0.00013263685810295953], [4.179303073729718e-05, 0.00013263685810295953, 0.00093025]]"
289cae83,2025-08-11T22:18:05.619641,"['V', 'C', 'BAC']",3,100,3,0.5,256,0.32278030934767993,1.1578588770131983,0.2701368150793342,-1.5817280640054376,-2.0655500255536117,2.8946471925329957,,0,9.392051935195923,10,12,12,6,6,0.8123294252409076,0.4983075141487076,2,"[0.000941492938802959, 0.5503698722259583, 0.44868863483523874]",0.4415690031757172,1.7336683813120057,0.24893399904375849,-2.410061721756423,-3.134490970927227,4.334170953280014,0.18139059455980017,0.309051515958086,0.5545696613992483,-0.32695391237870836,-0.4560939255865298,0.772628789895215,"[0.0007, 0.002, 0.0004]","[0.022, 0.1343, 0.0305]","[[0.00048399999999999995, -0.0002921829412602865, -8.415312221504905e-05], [-0.0002921829412602865, 0.018036490000000002, -0.0006687651949791408], [-8.415312221504905e-05, -0.0006687651949791408, 0.00093025]]"
dadcbeb0,2025-08-11T21:43:24.193055,"['V', 'C', 'BAC']",3,100,3,0.8,45,0.34995891600539003,1.2966865210169392,0.26217509821785906,-1.7829006111084087,-2.324732978218499,3.241716302542348,,0,2.49525785446167,10,12,12,6,6,0.5566602642703704,0.8803255408353724,4,"[0.029794879472974996, 0.612367120826471, 0.35783799970055397]",0.4662448107303109,1.8890970355825993,0.24151475659354074,-2.6410432999110016,-3.4304198391902307,4.722742588956498,0.1797708918707071,0.3014250598155028,0.5632275298365073,-0.3160292110208871,-0.441982439514423,0.7535626495387571,"[0.0007, 0.002, 0.0004]","[0.022, 0.1343, 0.0305]","[[0.00048399999999999995, -0.00033076661943811514, -0.00013487717933397827], [-0.00033076661943811514, 0.018036490000000002, -0.0004471368588473331], [-0.00013487717933397827, -0.0004471368588473331, 0.00093025]]"
d3bc7bc3,2025-08-11T21:45:38.406063,"['V', 'C', 'BAC']",3,100,3,0.8,123,0.46718818162068215,1.8939314188831657,0.2413963763747485,-2.6480517819266405,-3.439448412650338,4.734828547207915,,0,7.297856092453003,10,12,12,6,6,0.8730153984290883,0.41937954226547514,2,"[0.10514881598957201, 0.8889854442754725, 0.005865739734955464]",0.47494042071968656,1.9567233726366295,0.2376117274529166,-2.74358311570239,-3.5612179407670173,4.891808431591574,0.17571440840111416,0.3418361726230619,0.4847772754109472,-0.3865560599611386,-0.5293954429377953,0.8545904315576547,"[0.0007, 0.002, 0.0004]","[0.022, 0.1343, 0.0305]","[[0.00048399999999999995, -0.0001440774312669895, 4.179303073729718e-05], [-0.0001440774312669895, 0.018036490000000002, 0.00013263685810295953], [4.179303073729718e-05, 0.00013263685810295953, 0.00093025]]"
e49165d5,2025-08-11T21:48:14.187168,"['V', 'C', 'BAC']",3,100,3,0.8,256,0.2728457583547558,0.7855949937869738,0.33458176341947315,-1.0193430164906672,-1.347611096843353,1.9639874844674345,,0,3.031332015991211,10,12,12,6,6,0.6751905963795477,0.8143006313126925,4,"[0.270106500183621, 0.3760558207858979, 0.3538376790304811]",0.4415690031757172,1.7336683813120057,0.24893399904375849,-2.410061721756423,-3.134490970927227,4.334170953280014,0.18139059455980017,0.309051515958086,0.5545696613992483,-0.32695391237870836,-0.4560939255865298,0.772628789895215,"[0.0007, 0.002, 0.0004]","[0.022, 0.1343, 0.0305]","[[0.00048399999999999995, -0.0002921829412602865, -8.415312221504905e-05], [-0.0002921829412602865, 0.018036490000000002, -0.0006687651949791408], [-8.415312221504905e-05, -0.0006687651949791408, 0.00093025]]"
7bfd9292,2025-08-11T21:54:37.070525,"['V', 'C', 'BAC']",3,250,1,0.2,45,0.30000000000000004,1.0092046011372187,0.2873550117322241,-1.3599938485166676,-1.7816992561611655,2.5230115028430466,,0,0.9380137920379639,4,6,6,2,2,0.9948045634150672,0.038696688767569695,1,"[0.09523809523809523, 0.47619047619047616, 0.42857142857142855]",0.4662448107303109,1.8890970355825993,0.24151475659354074,-2.6410432999110016,-3.4304198391902307,4.722742588956498,0.1797708918707071,0.3014250598155028,0.5632275298365073,-0.3160292110208871,-0.441982439514423,0.7535626495387571,"[0.0007, 0.002, 0.0004]","[0.022, 0.1343, 0.0305]","[[0.00048399999999999995, -0.00033076661943811514, -0.00013487717933397827], [-0.00033076661943811514, 0.018036490000000002, -0.0004471368588473331], [-0.00013487717933397827, -0.0004471368588473331, 0.00093025]]"
3ad46263,2025-08-11T22:01:43.313601,"['V', 'C', 'BAC']",3,250,1,0.2,123,0.3402,1.0717448920617068,0.3080957067729028,-1.422663472874412,-1.8705019152363478,2.679362230154267,,0,1.0049641132354736,4,6,6,2,2,0.9988130175085538,0.010304143480085574,1,"[0.5, 0.5, 0.0]",0.47494042071968656,1.9567233726366295,0.2376117274529166,-2.74358311570239,-3.5612179407670173,4.891808431591574,0.17571440840111416,0.3418361726230619,0.4847772754109472,-0.3865560599611386,-0.5293954429377953,0.8545904315576547,"[0.0007, 0.002, 0.0004]","[0.022, 0.1343, 0.0305]","[[0.00048399999999999995, -0.0001440774312669895, 4.179303073729718e-05], [-0.0001440774312669895, 0.018036490000000002, 0.00013263685810295953], [4.179303073729718e-05, 0.00013263685810295953, 0.00093025]]"
987d3bee,2025-08-11T22:11:13.889808,"['V', 'C', 'BAC']",3,250,1,0.2,256,0.19655999999999998,0.46867036526783734,0.3980622924459583,-0.5743341501554735,-0.7701723649371522,1.1716759131695933,,0,6.169274806976318,4,6,6,2,2,0.999527443079016,0.004677601693329118,1,"[0.2, 0.2, 0.6]",0.42288366003341826,1.6392229047213132,0.2518776786514054,-2.2733980801793607,-2.958362419894762,4.098057261803283,0.18139059455980017,0.309051515958086,0.5545696613992483,-0.32695391237870836,-0.4560939255865298,0.772628789895215,"[0.0007, 0.002, 0.0004]","[0.022, 0.1343, 0.0305]","[[0.00048399999999999995, -0.0002921829412602865, -8.415312221504905e-05], [-0.0002921829412602865, 0.018036490000000002, -0.0006687651949791408], [-8.415312221504905e-05, -0.0006687651949791408, 0.00093025]]"
