exp_id,num_assets,num_portfolios,risk_aversion,ansatz_reps,quantum_return,quantum_risk,quantum_sharpe,classical_return,classical_risk,classical_sharpe,vqe_runtime_sec,depth,parameters
n4_p20_r4_a5,4,20,0.5,4,0.10171755725190838,0.18057428064152925,0.5079214876341298,0.15348123322903412,0.4089601131067239,0.35084407655078736,0.319,5,0
n4_p20_r4_a8,4,20,0.8,4,0.09431818181818181,0.19362527977240512,0.4354709360125536,0.15348123322903412,0.4089601131067239,0.35084407655078736,0.346,5,0
n4_p50_r2_a3,4,50,0.3,2,0.07983870967741935,0.15710294251651213,0.44454106688726747,0.15348123322903412,0.4089601131067239,0.35084407655078736,0.36,5,0
n4_p50_r2_a5,4,50,0.5,2,0.09285714285714286,0.2648315791330831,0.312867306566584,0.15348123322903412,0.4089601131067239,0.35084407655078736,0.387,5,0
n4_p50_r2_a8,4,50,0.8,2,0.10555555555555554,0.19095512044637963,0.5004084484992254,0.15348123322903412,0.4089601131067239,0.35084407655078736,0.371,5,0
n4_p50_r3_a3,4,50,0.3,3,0.096875,0.15737125469905724,0.5520385547292739,0.15348123322903412,0.4089601131067239,0.35084407655078736,0.34,5,0
n4_p50_r3_a5,4,50,0.5,3,0.075,0.14803926843915435,0.4390726912212192,0.15348123322903412,0.4089601131067239,0.35084407655078736,0.349,5,0
n4_p50_r3_a8,4,50,0.8,3,0.11029411764705883,0.23448249726257042,0.4277253902441631,0.15348123322903412,0.4089601131067239,0.35084407655078736,0.365,5,0
n4_p50_r4_a3,4,50,0.3,4,0.09166666666666667,0.24696603455176225,0.33067975041543596,0.15348123322903412,0.4089601131067239,0.35084407655078736,0.503,5,0
n4_p50_r4_a5,4,50,0.5,4,0.10833333333333332,0.21560768627930696,0.4560752681421029,0.15348123322903412,0.4089601131067239,0.35084407655078736,0.386,5,0
n4_p50_r4_a8,4,50,0.8,4,0.09021739130434783,0.18944763505312276,0.4234277787730324,0.15348123322903412,0.4089601131067239,0.35084407655078736,0.333,5,0
n5_p10_r2_a3,5,10,0.3,2,0.09999999999999999,0.19655929272246464,0.4578771054446003,0.19960998855362697,0.2519951080973909,0.7524351960052599,0.515,6,0
n5_p10_r2_a5,5,10,0.5,2,0.10568181818181817,0.1488665336289884,0.6427355823322959,0.19960998855362697,0.2519951080973909,0.7524351960052599,0.458,6,0
n5_p10_r2_a8,5,10,0.8,2,0.1,0.35891851442911105,0.25075329463890234,0.19960998855362697,0.2519951080973909,0.7524351960052599,0.461,6,0
n5_p10_r3_a3,5,10,0.3,3,0.15131578947368418,0.38071388003164985,0.37118633410984697,0.19960998855362697,0.2519951080973909,0.7524351960052599,0.423,6,0
n5_p10_r3_a5,5,10,0.5,3,0.1076923076923077,0.1304684890202187,0.7487808621526101,0.19960998855362697,0.2519951080973909,0.7524351960052599,0.468,6,0
n5_p10_r3_a8,5,10,0.8,3,0.12232142857142855,0.14689039758629976,0.7646614783341331,0.19960998855362697,0.2519951080973909,0.7524351960052599,0.425,6,0
n5_p10_r4_a3,5,10,0.3,4,0.10952380952380952,0.1813092033264841,0.5489175822178021,0.19960998855362697,0.2519951080973909,0.7524351960052599,0.406,6,0
n5_p10_r4_a5,5,10,0.5,4,0.075,0.18341210428976598,0.3543931860533529,0.19960998855362697,0.2519951080973909,0.7524351960052599,0.522,6,0
n5_p10_r4_a8,5,10,0.8,4,0.1,0.35891851442911105,0.25075329463890234,0.19960998855362697,0.2519951080973909,0.7524351960052599,0.475,6,0
n5_p20_r2_a3,5,20,0.3,2,0.10833333333333332,0.15128856189491832,0.6499720276383715,0.19960998855362697,0.2519951080973909,0.7524351960052599,0.488,6,0
n5_p20_r2_a5,5,20,0.5,2,0.09,0.14583869513952735,0.5485512601676948,0.19960998855362697,0.2519951080973909,0.7524351960052599,0.545,6,0
n5_p20_r2_a8,5,20,0.8,2,0.19999999999999998,0.2703541915504342,0.7027817801173455,0.19960998855362697,0.2519951080973909,0.7524351960052599,0.562,6,0
n5_p20_r3_a3,5,20,0.3,3,0.10324074074074074,0.1325657173259772,0.7033548538907922,0.19960998855362697,0.2519951080973909,0.7524351960052599,0.492,6,0
n5_p20_r3_a5,5,20,0.5,3,0.10913461538461539,0.16387122866994933,0.6049543668478924,0.19960998855362697,0.2519951080973909,0.7524351960052599,0.464,6,0
n5_p20_r3_a8,5,20,0.8,3,0.11730769230769231,0.22050812294675892,0.4866382737909454,0.19960998855362697,0.2519951080973909,0.7524351960052599,0.461,6,0
n5_p20_r4_a3,5,20,0.3,4,0.0955357142857143,0.15376561642941625,0.556273348177147,0.19960998855362697,0.2519951080973909,0.7524351960052599,0.506,6,0
n5_p20_r4_a5,5,20,0.5,4,0.12300000000000001,0.17197067773315308,0.6570887635585302,0.19960998855362697,0.2519951080973909,0.7524351960052599,0.464,6,0
n5_p20_r4_a8,5,20,0.8,4,0.11848958333333331,0.18858427666531996,0.5752843516528661,0.19960998855362697,0.2519951080973909,0.7524351960052599,0.506,6,0
n5_p50_r2_a3,5,50,0.3,2,0.11833333333333333,0.24824801806302949,0.4363915336710878,0.21240707770474132,0.32060341291509614,0.6313316376277748,0.472,6,0
n5_p50_r2_a5,5,50,0.5,2,0.10947580645161291,0.18353056616673363,0.5420122028133518,0.21240707770474132,0.32060341291509614,0.6313316376277748,0.434,6,0
n5_p50_r2_a8,5,50,0.8,2,0.1418269230769231,0.15846667572423156,0.8318905061549485,0.21240707770474132,0.32060341291509614,0.6313316376277748,0.398,6,0
n5_p50_r3_a3,5,50,0.3,3,0.09440298507462687,0.1813313997088843,0.4654626016791926,0.21240707770474132,0.32060341291509614,0.6313316376277748,0.445,6,0
n5_p50_r3_a5,5,50,0.5,3,0.10472972972972973,0.14436928152799117,0.6561626457312734,0.21240707770474132,0.32060341291509614,0.6313316376277748,0.458,6,0
n5_p50_r3_a8,5,50,0.8,3,0.10961538461538463,0.1579142902872412,0.6308193161884674,0.21240707770474132,0.32060341291509614,0.6313316376277748,0.442,6,0
n5_p50_r4_a3,5,50,0.3,4,0.09085365853658538,0.1438873131777634,0.5619234715759543,0.21240707770474132,0.32060341291509614,0.6313316376277748,0.474,6,0
n5_p50_r4_a5,5,50,0.5,4,0.09671052631578947,0.15895813509195228,0.5454928510933408,0.21240707770474132,0.32060341291509614,0.6313316376277748,0.44,6,0
n5_p50_r4_a8,5,50,0.8,4,0.10538461538461537,0.2133210168103878,0.44714119973185207,0.21240707770474132,0.32060341291509614,0.6313316376277748,0.463,6,0
